GENUS$,SPECIES$,FAMILY$,GRWFRM2$,GRWFRM1$,SP$,SG60C_AVG,SG100C_AVG,SG60C_SEM,SG100C_SEM,SG60C_N,SG100C_N,WSG_CHAVE,FRUIT_FRSH,FRUIT_DRY,N_SEEDFULL,N_SEEDEMPTY,DSPR_FRESH,DSPR_DRY,SEED_FRESH,SEED_DRY,N_INDS,N_FRUIT,N_DIASPORE,N_SEEDS,DAWS_DSPRDRY,DBH_AVG,HEIGHT_AVG,DIAM_AVG,DBH_SEM,HEIGHT_SEM,DIAM_SEM,DBH_N,HEIGHT_N,DIAM_N,LEAFAREA_AVD,LEAFLET_AVD,LEAFTHCK_AVD,LMADISC_AVD,LMALEAF_AVD,LMALAM_AVD,LDDISC_AVD,LDMC_AVD,LEAFAREA_SED,LEAFLET_SED,LEAFTHCK_SED,LMADISC_SED,LMALEAF_SED,LMALAM_SED,LDDISC_SED,LDMC_SED,LEAFAREA_ND,LEAFLET_ND,LEAFTHCK_ND,LMADISC_ND,LMALEAF_ND,LMALAM_ND,LDDISC_ND,LDMC_ND,LEAFAREA_AVI,LEAFLET_AVI,LEAFTHCK_AVI,LMADISC_AVI,LMALEAF_AVI,LMALAM_AVI,LDDISC_AVI,LDMC_AVI,LEAFAREA_SEI,LEAFLET_SEI,LEAFTHCK_SEI,LMADISC_SEI,LMALEAF_SEI,LMALAM_SEI,LDDISC_SEI,LDMC_SEI,LEAFAREA_NI,LEAFLET_NI,LEAFTHCK_NI,LMADISC_NI,LMALEAF_NI,LMALAM_NI,LDDISC_NI,LDMC_NI,AVG_LAMTUF,AVG_VEINTUF,SEM_LAMTUF,SEM_VEINTUF,N_LAMTUF,N_VEINTUF,RGR_10,N_RGR10,RGR_50,N_RGR50,RGR_100,N_RGR100,MORT_10,N_MORT10,MORT_100,N_MORT100
Erythroxylum,macrophyllum,Erythroxylac,T,U,ERY2MA,0.654649709,0.643069929,0.033733829,0.033847571,5,5,0.7095,,,,,,,,,,,,,,140.4,12.89,2.534392857,11.34283915,1.337298271,0.316340914,5,4,5,113.9133333,,325,111.0361879,111.5500771,107.4610291,0.341528648,0.391808955,,,,,,,,,1,0,1,1,1,1,1,1,207.4433333,,278.5416667,90.38547988,97.6155064,93.48177253,0.322661829,0.375231046,26.59067076,,13.66473382,8.525485986,8.393290509,8.089797621,0.021817349,0.016439671,8,0,8,8,8,8,8,8,675.2923077,3737.6,52.04257929,336.812271,13,13,1.698448052,924,1.154263158,95,1.003333333,72,3.997842415,1358,3.579090909,88
Erythroxylum,panamense,Erythroxylac,U,U,ERY2PA,0.782714195,0.703274947,0.005745957,0.054992185,5,5,,0.179272,0.03198,1,0,0.045612,0.023204,0.027892,0.015756,5,25,25,25,,47,7.554,1.578285714,2.626785107,0.835647055,0.369566066,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,28.70316667,,153.0833333,45.81928523,45.44321595,44.21213615,0.294150066,0.351672214,2.827520458,,9.632162238,5.683408994,5.417724847,5.374556703,0.017091511,0.012254378,10,0,10,10,10,10,10,10,285.2588235,3181.982353,20.74337077,221.2243887,17,17,1.569174713,435,0.9798,15,,0,2.315900935,535,,0
Eschweilera,jacquelyniae,Lecythidacea,"S,T",,ESCHJA,0.686443814,0.670299188,0.041445263,0.040498774,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eschweilera,pittieri,Lecythidacea,T,T,ESCHPI,0.722453802,0.709422505,0.018142145,0.017778986,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eschweilera,sessilis,Lecythidacea,T,T,ESCHSE,0.768379358,0.747964532,0.016551849,0.015460546,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eugenia,coloradoensi,Myrtaceae,T,T,EUGECO,0.705394919,0.693421672,0.014915106,0.014853328,5,5,,1.9793875,0.66863,1,0,0.1831675,0.100594375,0.149970625,0.085296875,4,27,108,108,,273.1666667,21.89605721,3.974950397,7.427052653,1.592577015,0.510985924,6,6,6,60.75666667,,260,73.94920207,79.18195547,76.44016957,0.284716225,0.341756771,,,,,,,,,1,0,1,1,1,1,1,1,54.02611111,,246.2037037,84.83804101,88.71108307,86.17523045,0.342343107,0.388981875,3.989430306,,10.60761205,5.560791033,5.722474981,5.456963421,0.016020375,0.010572159,9,0,9,9,9,9,9,9,423.0055556,3268.127778,13.41676707,144.6435361,18,18,1.701264876,2420,1.305747495,499,1.137686782,348,2.431140571,3500,3.272889163,406
Eugenia,galalonensis,Myrtaceae,U,U,EUGEGA,0.682504647,0.6362659,0.011051249,0.018636889,4,6,,0.49048,0.13812,1.2,0,0.21167,0.10155,0.1801,0.08892,1,5,6,6,,197.4,16.09042981,3.39685,26.47376059,1.936775695,0.574318115,5,5,5,13.14666667,,197.5,80.80467521,89.81823294,87.05679188,0.41497455,0.407842747,0.183333333,,12.5,17.41964486,12.14933393,12.04297497,0.11596772,0.049503172,2,0,2,2,2,2,2,2,23.17516667,,184.5,63.76713868,64.14653921,62.72550586,0.346339412,0.359013468,2.362077991,,5.367943257,1.70334571,2.243186903,2.168598061,0.006994479,0.008109746,10,0,10,10,10,10,10,10,352.3375,2676.85,22.77703133,157.030777,16,16,1.754203917,5463,1.09129078,282,1.215820896,67,1.177940462,6500,5.598944444,90
Eugenia,nesiotica,Myrtaceae,M,M,EUGENE,0.744287946,0.731548716,0.010871571,0.010613507,6,6,,7.250204,0.913696,1.41,0,1.691951333,0.444578667,0.650243333,0.34089,5,25,34,35,,301.5,21.05875274,5.315416667,5.330728531,2.078393556,0.383210352,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,9.401212121,,137.8787879,53.94470668,50.52564768,49.44372587,0.382145501,0.389214383,0.603470062,,8.158285461,6.081876928,5.731037361,5.568901062,0.022017818,0.017591639,11,0,11,11,11,11,11,11,571.1916667,2877.954545,170.2577638,282.0187123,12,11,1.42709434,1855,1.005728972,214,0.66562069,232,0.828279148,2393,1.143268199,261
Eugenia,oerstediana,Myrtaceae,M,M,EUGEOE,0.679039801,0.655528713,0.015900125,0.020427014,7,7,,,,,,,,,,,,,,,335.2,16.74474909,5.834857143,10.90596167,0.872074455,0.792112455,5,5,5,7.038888889,,151.1111111,64.73364801,62.8871848,61.41922886,0.424836647,0.421869803,1.620582124,,9.875771575,8.241211842,7.464977183,7.462553718,0.028248694,0.026556584,3,0,3,3,3,3,3,3,14.18583333,,145.2083333,54.408294,54.29048541,52.92978002,0.373651307,0.407017633,1.70266991,,4.500743986,4.809315519,4.974351255,4.772533606,0.026650764,0.018615112,8,0,8,8,8,8,8,8,547.0411765,4245.582353,35.78646337,231.0175072,17,17,1.984001786,6720,1.435880661,1391,1.29826546,663,2.927444901,9982,3.532929648,796
Eugenia,principium,Myrtaceae,S,S,EUGEPR,0.748170933,0.729457649,0.009435289,0.009085967,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eugenia,venezuelensi,Myrtaceae,S,S,EUGEVE,,,,,,,,0.21312,0.07445,1.1,0,0.07788,0.0484375,0.0585575,0.0359275,2,20,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exostema,mexicanum,Rubiaceae,M,M,EXOSME,0.714070168,0.705695219,0.013520351,0.014249324,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faramea,luteovirens,Rubiaceae,S,S,FARALU,0.654563808,0.639885988,0.012489381,0.012209058,6,6,,2.011904,0.591548,1,0,0.574776,0.342164,0.44688,0.256872,5,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faramea,occidentalis,Rubiaceae,T,U,FARAOC,0.681137512,0.609443794,,0.020948549,1,4,0.58412,1.514526,0.36629,1,0,0.416378,0.242188,0.325216,0.193216,5,30,30,25,,217.6,15.69821954,2.987535714,1.630950643,0.955534752,0.284314026,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,63.29712121,,165.3787879,63.74261836,68.93450101,65.33216828,0.385459267,0.383305821,6.471161259,,4.46417224,2.65115638,3.412152745,3.293006742,0.011314997,0.010972298,11,0,11,11,11,11,11,11,599.3818182,4154.436364,175.8308557,187.7888983,22,22,2.449197711,81872,1.116236297,28515,0.653590949,6762,1.130526963,121445,2.544629236,7819
Fevillea,cordifolia,Cucurbitacea,Climber,Climber,FEVICO,,,,,,,,85.7068,39.9746,2.9,0.1,6.352533333,4.748816667,3.1858,2.971416667,2,5,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ficus,bullenei,Moraceae,T,T,FICUBU,0.443798825,0.436599741,0.005326659,0.005896168,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.61,,215,21.91503709,27.20791619,25.52948871,0.101511211,0.18422413,,,,,,,,,1,0,1,1,1,1,1,1,,,,,,,13.241,2,,0,0.636,1,0,2,0,3
Ficus,colubrinae,Moraceae,T,T,FICUC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1.2325,4,,0,0,5
Ficus,costaricana,Moraceae,T,T,FICUC2,,,,,,,,,,,,,,,,,,,,,1798.25,36.22723235,11.63952381,262.9649454,3.578359139,2.929539252,4,4,3,39.55875,,239,102.899528,108.9916394,103.0124534,0.4306661,0.433384091,6.543530356,,20.46406064,8.947242282,13.61954946,12.50140096,0.012687719,0.011583809,4,0,5,5,4,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,639.1444444,4102.933333,29.7171626,179.9286116,9,9,1.8156,5,,0,0.471846154,13,22.10092308,17,1.800827586,29
Ficus,citrifolia,Moraceae,T,T,FICUCI,,,,,,,0.4,,,,,,,,,,,,,0.0009,59,7.2,1.795,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,66.495,,132.5,21.91503709,30.84846093,28.97758337,0.166939601,0.208387186,,,,,,,,,1,0,1,1,1,1,1,1,,,,,,,4.038333333,3,3.311,1,,0,10.9835,6,,0
Ficus,insipida,Moraceae,T,T,FICUIN,0.341813936,0.33596969,0.017662288,0.01719801,5,5,0.363166,15.23838,3.05618,231.6,451.4,0.002695,0.001945,0.001085,0.000695,1,5,20,20,0.001,122,11.65457162,2.45075,79.5424415,3.592830739,1.27325,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,298.4740741,,205.462963,62.02392548,72.97062883,67.49481254,0.297489438,0.248660816,47.4690284,,16.38424552,8.279574315,7.90336091,7.752173997,0.022252617,0.016096635,9,0,9,9,9,9,9,9,407.7266667,4394.78,28.72546318,385.645547,15,15,3.300166667,18,2.863,6,1.377555556,9,8.268228571,35,3.824857143,14
Ficus,maxima,Moraceae,T,T,FICUMA,0.384609405,0.373133921,0.015223824,0.016542998,10,9,0.361304,,,,,,,,,,,,,,187.4,17.37938238,2.630642857,75.58941725,4.403237314,0.896449638,5,5,5,100.1211111,,240,78.96905672,86.07854832,79.48537435,0.336793083,0.33031698,31.38272079,,30.04626063,2.985668517,3.378422703,4.676005253,0.035729051,0.024488651,3,0,3,3,3,3,3,3,99.25166667,,195.8333333,41.69476287,53.96901856,49.37488747,0.212935764,0.256611407,18.11634445,,8.457409638,3.264967194,6.753704009,5.671200676,0.008077629,0.034391822,3,0,3,3,3,3,3,3,500.78,4667.91,47.91006343,460.6217094,10,10,6.342363636,11,3.633,9,0.955909091,11,2.8122,25,2.696111111,18
Ficus,obtusifolia,Moraceae,T,T,FICUOB,0.417083148,0.410455907,0.031965075,0.030215264,3,3,,7.710596429,2.264165,251.0892857,85.35714286,0.002471875,0.001503125,0.000497917,0.000109375,2,11,36,36,0.001,895,32.04364928,10.01627143,135.2830366,2.841097137,0.547954735,5,5,5,85.78111111,,322.7777778,111.3358807,133.2654226,124.442022,0.331606114,0.366671476,6.109987068,,33.47654421,15.23651357,18.89438367,16.76080447,0.02321966,0.029142026,3,0,3,3,3,3,3,3,71.05333333,,256.6666667,53.94470668,71.45442517,66.54850975,0.210073137,0.234271454,,,,,,,,,1,0,1,1,1,1,1,1,479.6125,5733.55,74.48347956,503.3935428,8,8,,0,0.535,1,2.355333333,12,19.903,5,3.682090909,22
Ficus,pertusa,Moraceae,T,T,FICUPE,,,,,,,0.4171,0.771266667,0.10434,124.3333333,130.3333333,0.000708834,,,,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.797,1,,0,,0,0,3,,0
Ficus,popenoei,Moraceae,T,T,FICUPO,0.562549801,0.553733645,0.023005516,0.022327911,4,4,,4.13318,0.88828,148.8,133.2,0.00049,0,0.000215,0.00001,1,5,20,20,0.0005,1638,29.96674987,10.87833333,64,1.093035407,0.108333333,2,2,2,55.20333333,,353.3333333,68.5547314,69.42124325,67.39067924,0.193533765,0.304887423,1.566666667,,8.333333333,5.84400989,5.256735686,5.370047612,0.012067765,0.009112077,2,0,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,347.8,3984.575,33.40930509,716.4095214,4,4,0.561,1,1.5685,4,0.535733333,15,7.932571429,7,5.40336,25
Ficus,tonduzii,Moraceae,M,M,FICUTO,0.386273832,0.357471104,0.017122265,0.03214604,5,5,,,,,,,,,,,,,,,139.1666667,11.24397584,2.68675,19.81651948,0.5430919,0.441834351,6,6,5,140.8966667,,343.3333333,123.6232861,148.3155632,138.2039854,0.358244839,0.311463541,,,,,,,,,1,0,1,1,1,1,1,1,208.9087037,,265.0925926,76.27182138,99.60379659,92.74631944,0.285285596,0.265508266,21.73131031,,15.48062586,7.081853021,8.829277927,8.46681626,0.016160175,0.011452407,9,0,9,9,9,9,9,9,562.14375,6709.125,34.41556936,448.0688389,16,16,1.997238095,21,1.013733333,45,0.469150943,106,3.497407407,81,5.175794702,151
Ficus,trigonata,Moraceae,T,T,FICUTR,,,,,,,0.4285,,,,,,,,,,,,,,984,27.916704,9.416111111,387.857577,7.923985599,3.930043626,4,4,3,89.11,,323.3333333,99.57293774,112.5593247,105.9924174,0.307211972,0.334904353,34.81,,21.66666667,8.316475612,1.971062075,2.417054351,0.004632771,0.00508891,2,0,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,368.075,3460.25,41.99752721,432.4610666,4,4,8.8965,2,,0,0.913571429,14,13.76133333,5,3.459666667,15
Ficus,yoponensis,Moraceae,T,T,FICUYO,0.353487558,0.342293186,0.016713855,0.017137961,6,6,,,,,,,,,,,,,,,621.3333333,26.05778896,8.264428571,124.7067672,4.463893693,1.984392499,6,6,5,35.23066667,,304,96.24634749,103.2635956,98.16074204,0.316364654,0.331143362,3.962218711,,9.092121131,2.642740114,2.175395059,2.168417858,0.002789956,0.007943518,5,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,446.0875,6257.475,14.42606071,429.4170171,8,8,18.293,1,,0,0.682785714,14,0,1,0.772758621,29
Fissicalyx,fendleri,Fabaceae:Pap,M,M,FISSFE,0.618018707,0.603048732,0.018923643,0.018029441,5,5,,,,,,0.569077778,0.485966667,0.248788889,0.214,1,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forsteronia,myriantha,Apocynaceae,Climber,Climber,FORSMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.03,,260,,98.06122698,,,,,,,,,,,,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forsteronia,viridescens,Apocynaceae,Climber,Climber,FORSVI,0.315034346,0.307537035,0.028955096,0.030321185,2,2,,8.256,3.7874,22,0.6,0.042955,0.027865,0.00276,0.001525,1,5,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.72,,262.5,65.40795684,64.7304655,63.79132297,0.249195772,0.319462325,,,,,,,,,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,
Garcinia,intermedia,Clusiaceae,M,M,GAR2IN,0.702882428,0.653861658,0.010182832,0.026793169,3,5,0.66248,5.617948,1.591008,1.72,0.28,1.320408,0.615548,0.7896544,0.541,5,25,43,43,0.289,214.8571429,15.89250961,3.349515306,32.73299527,2.477957404,0.471207482,7,7,7,61.21,,316.6666667,130.4787593,140.2510054,133.0086394,0.407783665,0.477861686,23.62,,23.33333333,28.65812542,30.03857578,27.15824118,0.060837561,0.04048256,2,0,2,2,2,2,2,2,81.6587037,,273.5185185,102.2327115,108.3983479,104.5718676,0.373644835,0.44474924,11.4588412,,7.468785065,4.788092473,4.303383284,4.28757681,0.012895422,0.010622884,9,0,9,9,9,9,9,9,529.4181818,4968.563636,28.86054185,562.3381583,11,11,1.87944397,16866,1.283565556,1800,0.793158442,385,0.962934452,20199,2.487271689,438
Garcinia,madruno,Clusiaceae,M,M,GAR2MA,0.66084343,0.649363441,0.015769649,0.013295796,4,4,0.726633,40.580088,11.77958,1.88,0.4,6.649364,3.595890667,5.694656,3.239700667,5,25,47,48,,181.2,16.44212577,3.44625,15.58332442,1.66079243,0.536797652,5,5,5,92.195,,307.5,119.5212407,128.2255169,123.4013137,0.386478248,0.458491852,4.095,,7.5,2.528658125,6.743099353,5.898485648,0.00180184,0.03876808,2,0,2,2,2,2,2,2,71.96233333,,284.75,105.1247471,110.7187843,105.3859607,0.36770664,0.404231909,4.700140136,,8.327822252,5.132190235,5.623177271,5.700088659,0.008219387,0.009919225,10,0,10,10,10,10,10,10,745.1,6092.755556,33.40269939,311.2286524,18,18,2.229766292,1780,1.751366379,232,0.85283871,62,3.684491284,2524,7.868362637,91
Genipa,americana,Rubiaceae,M,M,GENIAM,0.693056548,0.68095339,0.007861753,0.008253548,5,5,0.647984,174.9216667,55.52925,254.4444444,0.555555556,0.226681944,0.098952778,0.13466875,0.06865,3,8,32,12,0.123,384.2,19.99481902,6.143333333,43.37095802,2.586314702,0.934950793,5,5,4,189.0391667,,246.5,84.24365026,87.490881,85.25225207,0.337622807,0.334961846,38.15758175,,13.84035966,9.989334048,11.48227265,11.32764547,0.025240102,0.022759527,4,0,5,5,4,4,5,4,507.4925,,163.8333333,35.4911216,47.51636466,46.08529634,0.215793035,0.252989923,50.89749722,,4.294699576,3.546875859,5.2214455,5.040354693,0.018176235,0.01193077,4,0,5,5,4,4,5,4,309.9375,2106.55,22.6706912,218.5317797,16,16,1.118231579,190,0.875708333,72,1.137391753,97,1.561542088,297,1.00012381,105
Geonoma,interrupta,Arecaceae,T,U,GEONIN,,,,,,,,0.081195,0.049555,1,0,0.052795,0.03658,0.033825,0.028695,4,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.314,2,,0,,0,15.73806061,36,,0
Gnetum,leyboldii,Gnetaceae,Climber,Climber,GNETLE,,,,,,,,14.174462,6.157220143,1,0,9.662305929,4.621675643,8.654420286,4.307732643,5,40,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gouania,lupuloides,Rhamnaceae,Climber,Climber,GOUALU,,0.38544057,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,29.2615,,,,41.43894804,,,,,,,,,,,,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guapira,standleyana,Nyctaginacea,T,T,GUAPST,0.532492481,0.51103538,0.024614906,0.020333778,5,6,,0.814786667,0.17472,1,0,0.24652,0.118306667,0.124633333,0.061173333,3,15,15,15,,732.5,32.24702497,6.786269841,42.89619253,0.456377829,1.184314182,4,4,3,50.35066667,,231,71.25196673,77.36536393,74.06976445,0.306230887,0.302967256,7.812051544,,23.66784035,9.894459383,10.03066163,9.554441803,0.014884447,0.012639372,5,0,5,5,5,5,5,5,69.365,,235.6666667,38.03101821,42.06156029,40.45510277,0.161885611,0.183618222,3.311346319,,10.9112582,1.999565418,1.806584993,1.801100649,0.007401433,0.007005243,5,0,5,5,5,5,5,5,242.55,1546.065,52.86756119,193.0202883,20,20,2.009556122,196,1.151341232,211,0.841470738,393,3.46102994,501,0.728121901,484
Guarea,glabra,Meliaceae,M,M,GUARGL,0.67760463,0.649197417,0.052639793,0.030740732,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guarea,grandifolia,Meliaceae,T,T,GUARGR,0.601445713,0.579283823,0.014823298,0.012750974,5,5,0.545,27.50896,8.872455,5.55,3.15,0.760335833,0.381905833,0.397903333,0.210225833,2,11,42,22,,635.8,29.60304801,6.845607143,137.1569903,2.339701387,0.827555865,5,5,5,136.3183333,,239.7916667,61.53068105,85.75120393,83.44419649,0.255283161,0.323454982,40.38833333,,10.10577736,5.052214738,9.578724144,10.01151134,0.013468569,0.02229171,2,0,4,4,2,2,4,2,942.1283333,6.083333333,220,43.83007417,72.32437163,51.63069064,0.198890276,0.251613733,96.36453316,0.663534308,6.454972244,2.379268883,6.289788915,2.838370275,0.00777341,0.008875665,6,6,6,6,6,6,6,6,328.1583333,2952.841667,23.169404,178.4613265,12,12,2.087696203,158,1.021948276,58,1.642276596,47,1.668475806,248,0.451,50
Guarea,guidonia,Meliaceae,M,M,GUARGU,0.571205963,0.560028931,0.012092387,0.011263887,5,5,0.609882,,,,,,,,,,,,,0.153,397.6,20.17139048,4.192366071,16.34502983,1.485412683,0.606934275,5,5,4,162.595,6,250.8333333,83.05237132,70.46122731,,0.328496886,0.306460281,,,8.700255424,17.21616377,,,0.058569109,,1,1,3,3,1,0,3,1,506.805,10.5,220.8333333,56.23735671,75.79372171,59.71390583,0.260677071,0.292422484,172.521152,2.533114026,21.97220466,6.662874211,12.00770924,10.92347284,0.031630972,0.008964545,4,4,5,5,4,4,5,4,348.4727273,3021.658333,18.53672076,216.1548724,11,12,1.888771023,5149,1.12316362,1094,0.55527607,1659,1.83124337,7466,1.320552916,1852
Guarea,pterorhachis,Meliaceae,M,M,GUARPT,0.689289401,0.669895649,0.027271802,0.02694084,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guarea,bullata,Meliaceae,"T,M",,GUARSP,0.682837745,0.667748457,0.015725821,0.015449806,5,5,,,,,,,,,,,,,,,191.3333333,17.22667499,1.783125,6.839428176,1.075711381,0.558125,3,3,2,34.90333333,,271.6666667,115.3068105,134.5574894,125.7060843,0.426564076,0.378147435,,,,,,,,,1,0,1,1,1,1,1,1,364.3477778,5.583333333,222.8333333,76.08451337,82.34652535,63.91245805,0.337836064,0.327287239,80.20846599,1.157703666,9.565563235,10.13135153,20.94836314,13.80882201,0.037115754,0.034878775,3,4,5,5,3,3,5,3,551.6444444,3281.422222,35.99944487,139.4778823,9,9,1.468645498,4220,0.710402349,681,0.435288344,326,3.535021521,6273,4.24198533,409
Guatteria,aberrans,Annonaceae,U,U,GUATAB,0.461469155,0.453523593,0.018234993,0.017865712,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatteria,amplifolia,Annonaceae,U,U,GUATAM,0.479712159,0.469577975,0.040045349,0.03967601,5,5,,0.455414,0.15747,1,0,0.17039,0.103955,0.110855,0.07327,4,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatteria,dumetorum,Annonaceae,T,T,GUATDU,0.46993013,0.446201315,0.012748608,0.019337937,7,7,0.465852,0.224825,0.077825,1,0,0.07208,0.05055,0.05263,0.04003,4,20,20,20,,710.2,34.64006647,7.211761905,49.403846,1.301633208,1.001989596,5,5,5,35.112,,221,92.65003372,94.62736633,92.5115547,0.41905414,0.423166229,1.652781359,,8.29323687,6.243337573,6.666746471,6.425854001,0.019227574,0.018008064,5,0,5,5,5,5,5,5,70.94333333,,167.7777778,49.86139207,52.23778283,50.47703907,0.300159527,0.323254383,6.67189284,,6.410591159,2.972667216,3.089851301,2.888419448,0.023906777,0.012507777,6,0,6,6,6,6,6,6,516.95,2669.5,29.495848,126.8563667,18,18,2.163212007,2915,1.10208583,1235,0.986489405,991,3.42569372,5557,3.263157895,1311
Guazuma,ulmifolia,Sterculiacea,T,T,GUAZUL,0.499404322,0.494623918,0.040203984,0.039510182,6,6,0.472672,2.218929048,1.747571429,60.17380952,3.685714286,0.00486244,0.003665079,0.001625,0.001296667,7,29,115,60,0.004,613,23.05458889,6.860952381,67.47098142,2.049120101,1.267842544,3,3,3,34.64194444,,171.3888889,61.96148947,66.57929266,64.92674207,0.359201234,0.34239427,4.3479021,,15.80797189,8.111591714,9.496913738,9.304178145,0.038098181,0.026359653,6,0,6,6,6,6,6,6,26.10708333,,134.5833333,37.81748708,36.41118909,35.50706366,0.265021697,0.252593721,8.470792312,,16.68575296,13.30463175,13.39739907,13.06530498,0.056971916,0.038641341,4,0,4,4,4,4,4,4,242.9666667,1933.16,22.55769253,173.6826377,15,15,6.141,40,4.25983871,31,1.725857143,126,6.60422449,98,0.620420732,164
Guettarda,crispiflora,Rubiaceae,M,M,GUETCR,0.454754341,0.443869531,0.027694315,0.026225759,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guettarda,foliacea,Rubiaceae,U,U,GUETFO,0.626098332,0.61838453,0.015796463,0.016247129,8,8,,,,,,,,,,,,,,,158.6666667,10.56,2.515,9.02465758,0.370045042,1.0575,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,64.974,,167.75,38.49179591,40.37833364,38.70465637,0.235136749,0.300435732,4.371629617,,13.34261829,3.103903397,2.749668392,2.606211629,0.015275002,0.014343666,10,0,10,10,10,10,10,10,318.2,1914.021429,29.5121506,211.2287378,14,14,1.895711425,849,0.970213415,328,0.5451,320,2.014534833,1378,1.698876263,396
