SP4$,SP6$,FAMILY$,GENUS$,SPECIES$,OLDNAME$,CLIMBER$,FREE$,LIANA$,VINE$,SHRUB$,UNDERSTORY$,MIDSTORY$,TREE$,HERB$,EPIPHYTE$,HEMIEPIPHYT$,PARASITE$,FRUIT_FRSH,FRUIT_DRY,N_SEEDFULL,N_SEEDEMPTY,DSPR_FRESH,DSPR_DRY,SEED_FRESH,SEED_DRY,N_INDS,N_FRUIT,N_DIASPORE,N_SEEDS,DAWS_DSPRDRY
RIN1,RINOSQ,Violaceae,Rinorea,squamata,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.8779425,0.308406042,2.214583333,0.433333333,0.09956559,0.039383021,0.058869931,0.023911944,4,21,46,46,
ROUM,ROUPMO,Proteaceae,Roupala,montana,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.019
SAPG,SAPIAU,Euphorbiacea,Sapium,glandulosum,Sapium aucup,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.8739225,0.3038975,2.45,0.7,0.057224167,0.035820833,0.015504167,0.01087375,4,17,43,42,
SCHM,SCH2MO,Araliaceae,Schefflera,morototoni,Didymopanax,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.09318,0.0281,2,0,0.01549,0.00845,,,2,10,20,0,
SECD,SECUDI,Polygalaceae,Securidaca,diversifolia,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,0.15765,0.06559,0.0412,0.02205,1,,10,10,
SENH,,,,,,,,,,,,,,,,,,11.8160225,2.72827,87,33.35,0.025254375,0.0046725,0.0146375,0.0022475,2,9,36,36,
SENU,SENNUN,Fabaceae,Senna,undulata,,1.000000,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.118328889,1.649011111,17.57777778,37.82222222,0.02084,0.013038333,0.015715926,0.010054444,3,13,51,51,
SER1,SERJCI,Sapindaceae,Serjania,circumvallat,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,0.1111,0.08009,0.05432,0.03737,1,,10,10,
SER2,SERJCO,Sapindaceae,Serjania,cornigera,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,0.102747059,0.089873333,0.022964706,0.020333333,1,,15,15,
SER3,SERJPA,Sapindaceae,Serjania,paucidentata,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.064696,0.052464,1,,0.040128,0.031848,0.033484,0.02774,5,25,25,25,
SERA,SERJAT,Sapindaceae,Serjania,atrolineata,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,0.03038,0.02665,0.01127,0.01042,1,,10,10,
SERD,SERJDE,Sapindaceae,Serjania,decapleuria,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,0.062115,0.05229,0.0267,0.02318,2,0,11,11,0.048
SERM,SERJME,Sapindaceae,Serjania,mexicana,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.0164,0.014433333,1,0,0.012995,0.0114125,0.009316,0.009005,4,15,25,25,
SERR,SERJRH,Sapindaceae,Serjania,rhombea,,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.01232,0.01026,3.2,0,0.00675,0.00543,0.00332,0.00281,2,10,10,10,0.011
SERT,SERJTR,Sapindaceae,Serjania,trachygona,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.01952,0.01284,1,0,0.018415,0.015555,0.008435,0.007375,2,5,15,15,
SHES,,,,,,,,,,,,,,,,,,14.5632,4.62514,2.466666667,0.066666667,1.269362778,0.792240556,1.124825556,0.685021111,3,15,35,35,
SIMA,SIMAAM,Simaroubacea,Simarouba,amara,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.29952,0.537806667,1,0,0.386166667,0.234446667,0.146713333,0.11114,3,15,15,15,0.105
SIPG,SIPAGU,Monimiaceae,Siparuna,guianensis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.199796,0.186636,4.68,1.4,0.022853,0.014312667,0.008646667,0.006053,5,25,85,84,0.02
SLOM,SLOAM1,Elaeocarpace,Sloanea,meianthera,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.18864,0.56586,1.2,0,0.18866,0.05718,0.11974,0.03201,1,5,6,6,
SLOT,SLOATE,Elaeocarpace,Sloanea,terniflora,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.2891,1.5469,1,,0.3358,0.0885,0.1043,0.0289,1,1,1,1,
SMIM,SMILMO,Smilacaceae,Smilax,mollis,,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.594553333,0.127406667,1.533333333,1,0.106208889,0.056777778,0.073952222,0.053028889,3,15,23,23,
SMIP,SMILPA,Smilacaceae,Smilax,panamensis,,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.223875,0.25665,1.5,0.2,0.252620833,0.1026875,0.16973125,0.089152083,1,8,12,12,
SMIS,,,,,,,,,,,,,,,,,,0.842032,0.218696,1.68,1.5,0.132002,0.061978667,0.091116667,0.054251333,5,25,42,42,
SOCE,SOCREX,Arecaceae,Socratea,exorrhiza,Socratea dur,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,10.676884,5.7873,1.2,0,5.703358,3.556588,5.2349,3.321634,5,25,30,30,
SOL5,SOLALA,Solanaceae,Solanum,lancaeifoliu,Solanum lanc,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,17.453536,4.391159,195.7866667,2.713333333,0.0146005,0.009172917,0.0042825,0.003156417,5,23,88,88,
SOLH,SOLAHA,Solanaceae,Solanum,hayesii,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,14.387,,262,0,0.01125,,,,1,1,0,0,0.002
SORA,SOROAF,Moraceae,Sorocea,affinis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.37546,0.10352,1,0,0.153984,0.083656,0.131028,0.077688,5,25,25,25,
SOUS,SOURSY,Marcgraviace,Souroubea,sympetala,,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,4.02288,0.58438,6.4,0.6,0.008346667,0.004255,0.003828333,0.002246667,1,5,17,17,0.003
SPAM,SPACME,Malpighiacea,Spachea,membranacea,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.064572,0.046356,1.44,0.52,0.024472,0.019368,0.011926,0.00947,5,25,35,35,
SPOM,SPONMO,Anacardiacea,Spondias,mombin,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.720835556,1.423244444,1,0,1.922748889,0.958064444,0.029348,0.024264,9,45,45,25,
SPOR,SPONRA,Anacardiacea,Spondias,radlkoferi,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.315835833,2.765805833,1,0,3.311543333,1.846986667,0.049116667,0.03849,3,23,25,29,
STEA,STERAP,Sterculiacea,Sterculia,apetala,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,89.60866067,30.12252,5.78,0.208333333,2.535895111,1.281593,1.422920611,0.743325722,5,28,108,108,
STEG,STEMGR,Apocynaceae,Stemmadenia,grandiflora,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,26.01648889,7.485644444,72.88888889,0.666666667,0.044411111,0.029805556,0.028138889,0.021336111,3,9,36,36,
STIH,STIGHY,Malpighiacea,Stigmaphyllo,hypargyreum,,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.15904,0.07658,2.2,0,0.05992,0.038226667,0.012275,0.008716667,2,5,21,21,
STIL,STIGLI,Malpighiacea,Stigmaphyllo,lindenianum,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.0633,0.040896,1,,0.01995,0.015076667,0.013918333,0.010611667,6,25,35,35,
STIR,STIZRI,Bignoniaceae,Stizophyllum,riparium,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,3.8,,0.00372125,0.00332625,0.00184375,0.00168,2,0,26,26,
STRD,STRYDA,Loganiaceae,Strychnos,darienensis,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,15.204225,6.787975,2.25,1.25,1.7768,0.72246875,1.23765,0.6379625,1,4,8,8,
STRJ,,Marantaceae,Stromanthe,jacquinii,,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.208625,0.1211,1,,0.1141,0.079375,0.0827,0.06115,1,4,4,4,
STRP,STRYPA,Loganiaceae,Strychnos,panamensis,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,131.499044,68.689156,14.05,1.03968254,2.900763,1.431369,2.239683667,1.1594845,5,35,139,139,
STRS,,Poaceae,Streptochaet,spicata,,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.0224,0.0158,1,,0.01,0.007,0.0082,0.0069,1,1,1,1,
STRT,STRYTO,Loganiaceae,Strychnos,toxifera,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,73.02402,19.84016,22,,0.967965,0.381885,0.78269,0.307275,1,5,20,20,
STYS,STYLST,Myrsinaceae,Stylogyne,turbacensis,Stylogyne st,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.51684,0.10011,1,0,0.11648,0.0673,0.06746,0.0359,2,10,10,5,
SWA1,SWARS1,Fabaceae:Pap,Swartzia,simplex_var.,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,1.025
SWA2,SWARS2,Fabaceae:Pap,Swartzia,simplex_var.,Swartzia sim,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.039058,2.082424,1.08,0.04,2.407822,1.037436,1.6963725,0.8494875,5,35,37,31,
SYMG,SYMPGL,Clusiaceae,Symphonia,globulifera,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,17.404935,5.1357,1.15,0,6.824139167,2.740339167,6.1169525,2.4686075,2,11,14,14,2.334
SYNP,,Araceae,Syngonium,podophyllum,,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,26.33324,4.398,23,2.933333333,0.173993889,0.081235,0.132054444,0.074117778,3,11,43,43,
SYNW,SYNEWA,Arecaceae,Synechanthus,warscewiczia,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.6702,0.22594,1,,0.38292,0.19694,0.35556,0.19104,1,5,5,5,0.272
SYZJ,,,,,,,,,,,,,,,,,,18.27435,3.79306,1,,2.58288,1.39022,2.18134,1.22112,2,6,6,6,
TABA,TAB2AR,Apocynaceae,Tabernaemont,arborea,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,70.7252375,21.08141667,33.875,0.875,0.195016667,0.085358333,0.096471875,0.06803125,3,12,48,40,
TABG,TAB1GU,Bignoniaceae,Tabebuia,guayacan,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,0.029965,0.02812,0.023605,0.02118,1,,20,20,0.026
TABR,TAB1RO,Bignoniaceae,Tabebuia,rosea,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,27.156496,6.829584,85.25,7.416666667,0.078123214,0.045948929,0.0470275,0.030997143,7,26,104,104,0.025
TACV,TACHVE,Fabaceae:Cae,Tachigali,versicolor,Tachigalia v,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.484822794,4.164821905,1,0,0.620939937,0.438370317,0.15612654,0.09998727,5,41,41,41,0.91
TALN,TALINE,Sapindaceae,Talisia,nervosa,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.094004,1.605996,1.32,0,1.34915,0.61504,0.995206,0.449152,5,25,33,33,
TALP,TALIPR,Sapindaceae,Talisia,croatii,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.22624,1.23166,1,0,1.45364,0.61938,0.75322,0.4635,1,5,5,5,
TAPG,TAPIGU,Anacardiacea,Tapirira,guianensis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.323961667,0.476558333,1,0,0.43223,0.32765,0.301746667,0.258706667,3,14,14,14,
TERA,TERMAM,Combretaceae,Terminalia,amazonia,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,0.00489,0.00372,0.00209,0.00139,1,,10,10,0.002
TERO,TERMOB,Combretaceae,Terminalia,oblonga,Terminalia c,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.06615,0.0564,1,,0.031111111,0.023763889,0.008277778,0.005713889,2,2,11,11,0.055
TET1,TET1PO,Dilleniaceae,Tetracera,portobellens,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.06982,0.04623,1,,0.02632,0.01641,0.01986,0.01284,2,10,10,10,0.014
TET2,TET2PA,Burseraceae,Tetragastris,panamensis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,11.27155702,4.016614175,4.361587302,0.563333333,0.831529972,0.432400914,0.317910134,0.24265253,5,43,157,59,
TETD,TET3DI,Malpighiacea,Tetrapterys,discolor,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,0.04516,0.03851,0.01711,0.0159,1,,10,10,
TETH,TET1HY,Dilleniaceae,Tetracera,hydrophila,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.26024,0.144785,3.2,0.4,0.032666667,0.019943333,0.016318333,0.010884167,2,15,49,49,
TETJ,TET4JO,Flacourtiace,Tetrathylaci,johansenii,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.001
TETM,TET3MA,Malpighiacea,Tetrapterys,tinifolia,Tetrapterys,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.63552,0.487028,2.08,1.4,0.153464444,0.109638333,0.066261111,0.047637778,6,25,62,62,
THEA,THEVAH,Apocynaceae,Thevetia,ahouai,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,14.641468,2.651192,3.16,0.88,1.09716,0.613997333,0.368683,0.285662,5,25,79,79,
THEC,THEOCA,Sterculiacea,Theobroma,cacao,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,699.208,120.268,39.2,0.2,2.99358,1.171175,1.55781,0.981755,1,5,20,20,1.771
THIM,THINMY,Sapindaceae,Thinouia,myriantha,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.19998,0.142244,1.36,0.04,0.095578889,0.069137222,0.074195,0.054390556,6,25,44,44,
TOCP,TOCOPI,Rubiaceae,Tocoyena,pittieri,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,366.1186133,102.5554456,57.95833333,1.525,2.054347292,0.864978958,1.170655833,0.601449583,4,14,57,57,
TONL,,,,,,,,,,,,,,,,,,18.5162,3.9646,3.8,0.8,1.652133333,0.437883333,,,1,5,19,0,
TONO,TONTOV,Hippocrateac,Tontelea,ovalifolia_s,Tontelea ric,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,751.1125,316.9875,5.775,0,63.6855125,28.66844063,52.81166563,26.10970938,4,14,56,56,
TOPP,,Melastomatac,Topobea,parasitica,Topobaea pra,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.2381,0.0471,19.4,302.4,,,,,0,5,0,0,
TOUH,TOURHI,Boraginaceae,Tournefortia,hirsutissima,,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.002
TOVC,,,,,,,,,,,,,,,,,,0.2438,0.0117,1,3,0.0023,0.0012,0.0001,,1,1,1,0,
TOVN,CHR1EC,Clusiaceae,Chrysochlamy,eclipes,Tovomitopsis,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.204932,0.633104,1.16,0.32,0.203366,0.116494,0.149514,0.100268,5,25,29,29,
TOVS,TOVOST,Clusiaceae,Tovomita,stylosa,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.42935,0.92235,3.125,0.25,0.433083333,0.177608333,0.210547917,0.13526875,2,5,13,13,
TRAA,TRATAS,Burseraceae,Trattinnicki,aspera,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.607,0.334186667,1,0,0.295896667,0.22281,0.009743333,0.00637,3,9,9,9,
TREM,TREMMI,Ulmaceae,Trema,micrantha,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.016118,0.004926,1,0,0.00358,0.002044,0.0007936,0.000469,5,30,30,27,0.002
TRI1,TRI2PA,Meliaceae,Trichilia,pallida,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.432089,0.209319333,1.506666667,0.083333333,0.117986667,0.082879333,0.0887645,0.065733333,5,25,29,29,
TRI2,TRI2PL,Meliaceae,Trichilia,pleeana,Trichilia ve,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.40147875,0.2818025,1.05,1.9,0.07902,0.0603475,0.060485,0.0486625,4,19,20,20,
TRI3,TRI2TU,Meliaceae,Trichilia,tuberculata,Trichila cip,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.49347,0.52104875,1.7,0.025,0.320658333,0.151333542,0.210194333,0.124652,8,50,80,53,0.151
TRI6,TRI4GA,Tiliaceae,Trichospermu,galeottii,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.382554667,0.156904667,12.50666667,1.5,0.0046495,0.001832167,0.001218,0.0006315,5,26,95,90,0.003
TRIC,TRIPCU,Polygonaceae,Triplaris,cumingiana,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.158113333,0.114486667,1,,0.11588,0.07946,0.071475,0.04818,4,15,16,16,0.083
TRIH,TRI2HI,Meliaceae,Trichilia,hirta,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.726072,0.33688,2.76,1,0.083385333,0.049535333,0.054284667,0.037385333,5,25,67,67,
TRIO,TRI5OC,Phytolaccace,Trichostigma,octandrum,,1.000000,NA,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.140915,0.01812,1,0,0.021875,0.013685,0.01288,0.008095,4,20,20,20,
TURO,TURPOC,Staphyleacea,Turpinia,occidentalis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.06545,0.58829,4,5.4,0.048525,0.0346675,0.007463333,0.004135,2,10,28,15,
TYNC,TYNNCR,Bignoniaceae,Tynnanthus,croatianus,Tynnanthus c,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.0598,1.141,26.4,0,0.0263,0.00805,,,1,5,20,0,
UNOP,UNONPI,Annonaceae,Unonopsis,pittieri,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.212657333,1.320267067,1,0,1.525922667,0.861606667,1.069674667,0.588718667,5,23,23,23,
